40.58937,-73.98092
40.70062,-73.93644
40.68191,-73.76634
40.6778,-73.93601
40.68809,-73.73571
40.70415,-74.00622
40.88537,-73.84785
40.62864,-74.01746
40.70918,-73.94685
40.65051,-73.92377
40.84113,-73.84285
40.74904,-73.7922
40.67457,-73.93805
40.75107,-73.85006
40.84638,-73.82444
40.60901,-74.15365
40.60648,-73.81824
40.73303,-73.85419
40.55537,-73.92561
40.8285,-73.93778
40.66868,-73.75277
40.81183,-73.96111
40.62679,-74.01817
40.72137,-73.80051
40.66684,-73.83873
40.72469,-73.97841
40.73,-73.87837
40.78588,-73.94883
40.72422,-73.99264
40.70838,-73.76051
40.69014,-73.81003
40.71273,-73.77665
40.74802,-73.96817
40.73258,-73.86911
40.59105,-73.79597
40.67626,-74.01418
40.78588,-73.98481
40.70407,-73.9386
40.77993,-73.806
40.5384,-74.21263
40.64384,-73.93923
40.86731,-73.80046
40.86302,-73.91756
40.74003,-73.84522
40.72531,-73.74964
40.84541,-73.86144
40.6893,-73.81628
40.60026,-74.07498
40.71706,-73.74073
40.83714,-73.9425
40.63763,-73.9557
40.74203,-73.92133
40.8345,-73.92321
40.88485,-73.83065
40.74149,-73.9029
40.82511,-73.9254
40.55632,-73.91787
40.61085,-73.99177
40.68097,-73.77164
40.84678,-73.78866
40.63363,-74.13898
40.56669,-73.88334
40.76851,-73.88711
40.75653,-73.99402
40.6312,-73.91154
40.69941,-73.93622
40.86634,-73.925
40.70502,-73.94457
40.7712,-73.89608
40.63719,-74.1303
40.67458,-73.84118
40.56508,-74.15346
40.67689,-73.88857
40.69886,-73.76271
40.56042,-74.11769
40.62925,-74.12322
40.88095,-73.85455
40.70679,-73.85932
40.70206,-73.7468
40.82088,-73.8667
40.73635,-73.95016
40.62028,-74.07505
40.67349,-73.7883
40.62057,-74.04089
40.68275,-73.74076
40.54585,-74.1646
40.69584,-73.72965
40.7512,-73.89026
40.59925,-74.00143
40.6379,-73.99989
40.75108,-73.72847
40.70963,-73.76781
40.84123,-73.83194
40.7048,-74.0154
40.62542,-74.17689
40.60949,-74.02726
40.63364,-74.14214
40.66002,-73.77084
40.58499,-73.82263
40.74896,-73.89175
40.60772,-74.1473
40.8783,-73.92133
40.66572,-73.99613
40.82476,-73.93667
40.63068,-74.09042
40.8282,-73.93124
40.70375,-73.85568
40.86466,-73.80153
40.72459,-73.9745
40.56659,-73.89109
40.87796,-73.88548
40.84106,-73.84126
40.84488,-73.86779
40.71715,-73.84073
40.70062,-73.97702
40.81159,-73.90868
40.55705,-74.12252
40.7661,-73.82769
40.7274,-73.88724
40.71415,-74.0034
40.63834,-74.01735
40.67892,-73.79883
40.81409,-73.93419
40.59317,-73.99525
40.80477,-73.79361
40.67334,-73.76585
40.67311,-73.92793
40.77283,-73.99333
40.60462,-74.16227
40.76753,-73.90189
40.69548,-73.98073
40.7327,-73.72633
40.55382,-74.11727
40.73228,-73.85182
40.75733,-73.94507
40.59095,-73.96652
40.69764,-73.94243
40.75273,-73.78418
40.6074,-74.06513
40.74776,-73.92968
40.68768,-73.86382
40.72362,-74.01136
40.82336,-73.8789
40.60223,-74.07356
40.71903,-73.94595
40.89589,-73.9033
40.74519,-73.76929
40.64491,-73.97442
40.5981,-74.05839
40.73255,-73.87103
40.74849,-73.79224
40.87878,-73.85294
40.6466,-74.01582
40.74219,-73.9189
40.62116,-74.13399
40.65531,-73.97657
40.75698,-73.99532
40.85841,-73.85311
40.73802,-73.73589
40.60746,-73.76402
40.66076,-73.76493
40.6148,-74.11846
40.70833,-73.86304
40.79827,-73.95253
40.67877,-73.76399
40.83189,-73.85683
40.7594,-73.9851
40.65765,-73.87917
40.6698,-74.00943
40.76739,-73.97073
40.74426,-73.97145
40.51662,-74.20279
40.80183,-73.93138
40.84751,-73.85364
40.8295,-73.87461
40.8964,-73.84644
40.72566,-73.72476
40.81332,-73.92288
40.71588,-73.87321
40.5864,-73.93678
40.82469,-73.92902
40.85529,-73.8489
40.75652,-73.76186
40.70856,-73.99901
40.68888,-73.79333
40.76345,-73.88633
40.82394,-73.94855
40.67438,-73.87896
40.58415,-73.93203
40.61086,-74.08887
40.84904,-73.94136
40.68168,-73.87913
40.7644,-73.79019
40.73169,-73.86607
40.69615,-73.80909
40.58093,-73.93475
40.63761,-74.02527
40.72158,-73.87716
40.82595,-73.88783
40.69755,-73.8899
40.76865,-73.96982
40.71938,-73.88575
40.63786,-74.07374
40.71406,-73.95291
40.61607,-73.94458
40.78911,-73.96655
40.55381,-74.13499
40.67614,-73.90802
40.72379,-73.99123
40.82142,-73.82185
40.85969,-73.85882
40.57979,-74.12749
40.62634,-73.97923
40.86778,-73.8416
40.60814,-73.76399
40.6729,-73.73712
40.82048,-73.90129
40.77373,-73.96204
40.76535,-73.8354
40.66546,-73.81857
40.82833,-73.8502
40.87003,-73.83236
40.66264,-73.77405
40.80853,-73.90496
40.75291,-73.94555
40.7233,-73.87724
40.85468,-73.8335
40.72335,-73.75546
40.85145,-73.91184
40.7557,-73.88824
40.72818,-73.83985
40.74732,-73.86934
40.82232,-73.81917
40.75798,-73.73999
40.89538,-73.86356
40.61384,-74.13597
40.88946,-73.89837
40.64445,-73.91326
40.86869,-73.83177
40.86855,-73.83905
40.59311,-74.1921
40.69005,-73.81481
40.761,-73.77166
40.68615,-73.85083
40.70715,-74.01337
40.68868,-73.83723
40.82547,-73.86437
40.59743,-73.76795
40.70135,-73.88793
40.5281,-74.1777
40.6946,-73.812
40.70946,-73.7399
40.6694,-73.9422
40.76656,-73.83824
40.65236,-73.73856
40.59791,-73.90944
40.82119,-73.86888
40.67977,-73.95831
40.77496,-73.9589
40.77022,-73.90928
40.71903,-74.00875
40.73031,-73.72299
40.70291,-73.99444
40.69802,-73.74402
40.73764,-73.93595
40.62371,-74.16604
40.7419,-73.95702
40.75632,-73.83368
40.60967,-73.96522
40.54966,-74.17468
40.85491,-73.92964
40.74406,-73.92516
40.70517,-73.89628
40.506,-74.2497
40.90105,-73.84575
40.83356,-73.85773
40.88136,-73.88137
40.68567,-74.00485
40.76673,-73.93327
40.7591,-73.77879
40.71388,-73.77274
40.61347,-74.18996
40.79089,-73.97468
40.6557,-73.91108
40.61752,-73.91427
40.73985,-73.84559
40.67816,-74.01415
40.83602,-73.87402
40.84065,-73.85016
40.52705,-74.17493
40.86413,-73.89131
40.69456,-73.99617
40.84341,-73.83911
40.60122,-74.05676
40.62413,-74.01062
40.71426,-73.98092
40.754,-73.74398
40.69239,-73.73144
40.66387,-73.85568
40.88972,-73.86381
40.85327,-73.82626
40.69974,-73.78829
40.76424,-73.99913
40.80052,-73.95786
40.60581,-74.09028
40.76805,-73.83499
40.69589,-73.99555
40.66921,-73.76628
40.78569,-73.90419
40.61926,-74.0209
40.72643,-73.87386
40.59278,-73.77612
40.70988,-73.75425
40.69211,-73.74272
40.61086,-73.94265
40.84612,-73.93164
40.86022,-73.80134
40.80879,-73.92607
40.80499,-73.93487
40.73476,-73.92335
40.60579,-73.92444
40.65422,-73.92385
40.64691,-73.78687
40.82999,-73.83727
40.56756,-73.88999
40.6351,-73.96422
40.73422,-73.97477
40.54669,-74.1859
40.70048,-73.90249
40.88255,-73.8677
40.71839,-73.95713
40.65911,-73.87165
40.73886,-73.71376
40.76863,-73.81144
40.67072,-73.91702
40.74818,-73.97228
40.59028,-74.1527
40.58204,-74.07469
40.64948,-73.97335
40.68436,-73.83211
40.66389,-73.9976
40.70159,-73.98863
40.63686,-74.15916
40.81918,-73.84609
40.74541,-73.71818
40.62873,-74.07451
40.62357,-74.01121
40.65479,-73.90607
40.6432,-73.90928
40.62885,-73.95018
40.75555,-73.77571
40.67085,-73.796
40.65264,-73.97268
40.77559,-73.9604
40.58861,-74.14415
40.74403,-73.84164
40.64543,-73.94417
40.83751,-73.88771
40.77038,-73.96421
40.72497,-73.79131
40.61939,-73.94744
40.72195,-73.95544
40.58173,-73.96103
